Inst ID;L;mu;cvr;f;m;cs/cw;S;costs;LB 95% CI;UB 95% CI;avg short;avg waste
564;0;6;2;100%;5;1;16;30,506593;3,03E+01;3,07E+01;3,0%;2,1%
565;0;6;2;100%;5;2;18;42,471772;4,21E+01;4,28E+01;1,8%;3,4%
566;0;6;2;100%;5;5;21;63,300412;6,28E+01;6,38E+01;0,8%;6,1%
567;0;6;2;100%;5;10;23;82,750000;8,20E+01;8,35E+01;0,5%;8,3%
568;1;2;0,5;0%;3;0,1;3;6,400275;6,39E+00;6,41E+00;29,0%;0,4%
569;1;2;0,5;0%;3;0,2;4;9,693255;9,65E+00;9,73E+00;11,9%;2,7%
570;1;2;0,5;0%;3;0,5;4;16,825446;1,68E+01;1,69E+01;11,9%;2,7%
573;1;2;0,5;0%;3;5;6;60,515522;6,03E+01;6,07E+01;1,7%;18,1%
574;1;2;0,5;0%;3;10;6;77,447527;7,71E+01;7,78E+01;1,7%;18,1%
575;1;2;0,5;0%;4;0,1;4;4,660797;4,63E+00;4,69E+00;11,5%;1,3%
576;1;2;0,5;0%;4;0,2;4;6,957308;6,93E+00;6,99E+00;11,5%;1,3%
577;1;2;0,5;0%;4;0,5;4;13,846841;1,38E+01;1,39E+01;11,5%;1,3%
579;1;2;0,5;0%;4;2;5;27,697321;2,76E+01;2,78E+01;3,6%;6,5%
580;1;2;0,5;0%;4;5;6;43,591209;4,34E+01;4,37E+01;1,2%;13,9%
581;1;2;0,5;0%;4;10;6;55,192857;5,49E+01;5,55E+01;1,2%;13,9%
584;1;2;0,5;0%;5;0,5;4;12,142995;1,21E+01;1,22E+01;11,1%;0,6%
585;1;2;0,5;0%;5;1;5;15,238668;1,52E+01;1,53E+01;3,1%;4,5%
586;1;2;0,5;0%;5;2;5;21,341484;2,13E+01;2,14E+01;3,1%;4,5%
587;1;2;0,5;0%;5;5;6;32,428846;3,23E+01;3,25E+01;0,8%;11,0%
588;1;2;0,5;0%;5;10;6;40,244093;4,00E+01;4,05E+01;0,8%;11,0%
589;1;2;0,5;50%;3;0,1;4;3,234409;3,21E+00;3,26E+00;10,6%;0,6%
590;1;2;0,5;50%;3;0,2;4;5,349588;5,32E+00;5,38E+00;10,6%;0,6%
591;1;2;0,5;50%;3;0,5;5;8,299966;8,25E+00;8,35E+00;2,8%;2,8%
592;1;2;0,5;50%;3;1;5;11,053984;1,10E+01;1,11E+01;2,8%;2,8%
593;1;2;0,5;50%;3;2;5;16,562019;1,65E+01;1,67E+01;2,8%;2,8%
594;1;2;0,5;50%;3;5;6;22,173970;2,21E+01;2,23E+01;0,5%;7,8%
595;1;2;0,5;50%;3;10;6;27,406113;2,72E+01;2,76E+01;0,5%;7,8%
596;1;2;0,5;50%;4;0,1;5;1,846415;1,82E+00;1,87E+00;2,5%;0,7%
597;1;2;0,5;50%;4;0,2;5;2,351071;2,33E+00;2,38E+00;2,5%;0,7%
598;1;2;0,5;50%;4;0,5;5;3,865041;3,83E+00;3,90E+00;2,5%;0,7%
602;1;2;0,5;50%;4;10;6;12,674725;1,25E+01;1,28E+01;0,3%;2,8%
603;1;2;0,5;50%;5;0,1;5;0,774080;7,63E-01;7,85E-01;2,5%;0,1%
604;1;2;0,5;50%;5;0,2;5;1,269451;1,26E+00;1,28E+00;2,5%;0,1%
606;1;2;0,5;50%;5;1;6;2,276305;2,25E+00;2,31E+00;0,3%;0,8%
607;1;2;0,5;50%;5;2;6;2,869574;2,83E+00;2,91E+00;0,3%;0,8%
611;1;2;0,5;100%;3;0,2;5;1,480536;1,46E+00;1,50E+00;2,2%;0,3%
632;1;2;1;0%;3;0,2;3;20,376346;2,03E+01;2,04E+01;38,6%;3,9%
633;1;2;1;0%;3;0,5;4;39,018922;3,89E+01;3,91E+01;25,6%;8,3%
634;1;2;1;0%;3;1;5;60,209890;6,01E+01;6,04E+01;16,6%;14,0%
635;1;2;1;0%;3;2;6;88,101374;8,79E+01;8,83E+01;10,7%;20,2%
636;1;2;1;0%;3;5;7;137,078915;1,37E+02;1,38E+02;7,1%;26,3%
637;1;2;1;0%;3;10;9;181,294712;1,81E+02;1,82E+02;3,4%;37,1%
638;1;2;1;0%;4;0,1;3;9,620804;9,59E+00;9,65E+00;38,1%;1,6%
639;1;2;1;0%;4;0,2;4;16,834629;1,68E+01;1,69E+01;24,7%;4,4%
640;1;2;1;0%;4;0,5;4;31,619952;3,15E+01;3,17E+01;24,7%;4,4%
641;1;2;1;0%;4;1;5;47,103228;4,70E+01;4,72E+01;15,3%;8,8%
642;1;2;1;0%;4;2;6;67,727473;6,75E+01;6,79E+01;9,4%;14,2%
643;1;2;1;0%;4;5;8;102,361264;1,02E+02;1,03E+02;3,7%;25,4%
645;1;2;1;0%;5;0,1;3;8,383709;8,36E+00;8,40E+00;37,8%;0,7%
647;1;2;1;0%;5;0,5;5;24,984718;2,49E+01;2,51E+01;14,6%;5,7%
649;1;2;1;0%;5;2;7;54,715591;5,46E+01;5,49E+01;5,0%;15,4%
650;1;2;1;0%;5;5;8;80,141209;7,99E+01;8,04E+01;3,0%;20,6%
652;1;2;1;50%;3;0,1;3;10,943015;1,09E+01;1,10E+01;38,2%;2,6%
653;1;2;1;50%;3;0,2;3;18,586236;1,85E+01;1,86E+01;38,2%;2,6%
654;1;2;1;50%;3;0,5;5;33,119986;3,30E+01;3,32E+01;15,1%;9,6%
655;1;2;1;50%;3;1;5;48,177335;4,80E+01;4,83E+01;15,1%;9,6%
658;1;2;1;50%;3;10;9;121,068407;1,21E+02;1,22E+02;1,6%;31,0%
659;1;2;1;50%;4;0,1;4;8,156655;8,12E+00;8,19E+00;24,0%;2,2%
660;1;2;1;50%;4;0,2;4;12,950948;1,29E+01;1,30E+01;24,0%;2,2%
662;1;2;1;50%;4;1;6;31,827129;3,17E+01;3,19E+01;7,8%;8,1%
663;1;2;1;50%;4;2;7;43,671223;4,35E+01;4,38E+01;4,1%;12,4%
664;1;2;1;50%;4;5;8;61,780288;6,15E+01;6,20E+01;2,1%;17,3%
665;1;2;1;50%;4;10;9;77,467170;7,71E+01;7,78E+01;1,1%;22,2%
666;1;2;1;50%;5;0,1;4;6,038530;6,01E+00;6,06E+00;23,7%;0,8%
667;1;2;1;50%;5;0,2;5;9,234547;9,19E+00;9,28E+00;13,8%;2,1%
668;1;2;1;50%;5;0,5;6;15,718750;1,56E+01;1,58E+01;7,4%;4,3%
669;1;2;1;50%;5;1;7;22,901786;2,28E+01;2,30E+01;3,7%;7,5%
670;1;2;1;50%;5;2;7;30,286332;3,01E+01;3,04E+01;3,7%;7,5%
671;1;2;1;50%;5;5;8;42,585646;4,24E+01;4,28E+01;1,8%;11,3%
672;1;2;1;50%;5;10;9;52,515316;5,22E+01;5,28E+01;0,8%;15,5%
673;1;2;1;100%;3;0,1;4;8,946380;8,90E+00;8,99E+00;23,9%;2,7%
676;1;2;1;100%;3;1;6;30,871909;3,07E+01;3,10E+01;7,4%;8,0%
677;1;2;1;100%;3;2;7;40,821772;4,07E+01;4,10E+01;3,6%;12,1%
678;1;2;1;100%;3;5;8;55,657486;5,54E+01;5,59E+01;1,6%;16,8%
680;1;2;1;100%;4;0,1;5;5,254148;5,21E+00;5,29E+00;13,6%;1,4%
681;1;2;1;100%;4;0,2;5;7,968393;7,92E+00;8,02E+00;13,6%;1,4%
682;1;2;1;100%;4;0,5;6;12,509375;1,24E+01;1,26E+01;7,1%;2,8%
683;1;2;1;100%;4;1;7;16,866964;1,68E+01;1,70E+01;3,3%;5,0%
685;1;2;1;100%;4;5;8;31,333929;3,11E+01;3,16E+01;1,4%;8,0%
686;1;2;1;100%;4;10;9;37,190865;3,69E+01;3,74E+01;0,6%;11,6%
687;1;2;1;100%;5;0,1;6;3,051690;3,02E+00;3,08E+00;7,0%;0,9%
689;1;2;1;100%;5;0,5;7;6,826271;6,77E+00;6,89E+00;3,3%;1,8%
690;1;2;1;100%;5;1;8;9,477404;9,40E+00;9,55E+00;1,4%;3,3%
691;1;2;1;100%;5;2;8;12,237775;1,21E+01;1,23E+01;1,4%;3,3%
692;1;2;1;100%;5;5;9;16,664080;1,65E+01;1,68E+01;0,5%;5,4%
693;1;2;1;100%;5;10;10;21,237363;2,11E+01;2,14E+01;0,2%;8,1%
695;1;2;2;0%;3;0,2;2;33,537582;3,35E+01;3,36E+01;65,6%;9,7%
697;1;2;2;0%;3;1;4;116,705288;1,16E+02;1,17E+02;43,9%;20,6%
698;1;2;2;0%;3;2;7;182,820810;1,82E+02;1,83E+02;25,6%;35,2%
699;1;2;2;0%;3;5;10;303,286195;3,02E+02;3,04E+02;15,9%;46,2%
700;1;2;2;0%;3;10;14;419,701442;4,18E+02;4,21E+02;9,1%;56,7%
702;1;2;2;0%;4;0,2;2;29,378956;2,93E+01;2,95E+01;65,0%;4,7%
703;1;2;2;0%;4;0,5;4;59,848249;5,97E+01;6,00E+01;42,6%;13,2%
704;1;2;2;0%;4;1;5;97,635920;9,73E+01;9,79E+01;34,8%;17,8%
705;1;2;2;0%;4;2;8;150,548420;1,50E+02;1,51E+02;19,8%;30,8%
706;1;2;2;0%;4;5;11;243,098764;2,42E+02;2,44E+02;11,9%;41,3%
707;1;2;2;0%;4;10;15;330,270742;3,29E+02;3,32E+02;6,5%;51,8%
709;1;2;2;0%;5;0,2;3;25,816003;2,57E+01;2,59E+01;51,9%;5,0%
710;1;2;2;0%;5;0,5;4;52,595913;5,24E+01;5,28E+01;41,8%;8,6%
712;1;2;2;0%;5;2;8;127,649245;1,27E+02;1,28E+02;18,7%;24,6%
713;1;2;2;0%;5;5;12;203,056593;2,02E+02;2,04E+02;9,2%;38,1%
714;1;2;2;0%;5;10;15;271,993819;2,71E+02;2,73E+02;5,6%;45,9%
715;1;2;2;50%;3;0,1;1;17,384348;1,73E+01;1,74E+01;80,1%;3,4%
717;1;2;2;50%;3;0,5;3;64,327404;6,41E+01;6,45E+01;51,4%;11,9%
718;1;2;2;50%;3;1;5;105,344025;1,05E+02;1,06E+02;34,1%;22,1%
721;1;2;2;50%;3;10;14;372,436264;3,71E+02;3,74E+02;7,7%;54,3%
722;1;2;2;50%;4;0,1;2;14,958001;1,49E+01;1,50E+01;63,5%;3,1%
723;1;2;2;50%;4;0,2;3;26,535055;2,65E+01;2,66E+01;50,5%;6,1%
726;1;2;2;50%;4;2;8;132,177953;1,32E+02;1,33E+02;18,3%;26,7%
727;1;2;2;50%;4;5;11;213,407418;2,12E+02;2,14E+02;10,8%;37,4%
729;1;2;2;50%;5;0,1;3;13,169004;1,31E+01;1,32E+01;50,1%;3,1%
730;1;2;2;50%;5;0,2;3;23,162596;2,31E+01;2,32E+01;50,1%;3,1%
731;1;2;2;50%;5;0,5;5;45,095810;4,49E+01;4,53E+01;32,1%;8,8%
732;1;2;2;50%;5;1;7;72,351992;7,21E+01;7,26E+01;21,2%;16,1%
735;1;2;2;50%;5;10;15;231,712088;2,30E+02;2,33E+02;4,9%;41,4%
736;1;2;2;100%;3;0,1;1;18,080755;1,80E+01;1,81E+01;80,9%;4,8%
737;1;2;2;100%;3;0,2;2;32,062486;3,20E+01;3,21E+01;65,3%;8,0%
738;1;2;2;100%;3;0,5;4;63,435062;6,32E+01;6,36E+01;42,5%;15,5%
740;1;2;2;100%;3;2;8;148,682967;1,48E+02;1,49E+02;18,5%;31,5%
742;1;2;2;100%;3;10;14;306,561745;3,05E+02;3,08E+02;5,8%;50,3%
743;1;2;2;100%;4;0,1;2;15,373523;1,53E+01;1,54E+01;64,7%;3,4%
745;1;2;2;100%;4;0,5;5;50,020982;4,98E+01;5,02E+01;33,3%;11,2%
746;1;2;2;100%;4;1;7;77,093956;7,68E+01;7,74E+01;21,5%;17,9%
747;1;2;2;100%;4;2;9;112,849038;1,12E+02;1,13E+02;14,1%;24,8%
748;1;2;2;100%;4;5;12;173,542102;1,73E+02;1,74E+02;7,6%;34,6%
749;1;2;2;100%;4;10;15;227,987706;2,27E+02;2,29E+02;4,2%;43,0%
751;1;2;2;100%;5;0,2;4;21,546044;2,15E+01;2,16E+01;41,1%;4,2%
752;1;2;2;100%;5;0,5;6;39,916896;3,97E+01;4,01E+01;26,1%;8,6%
754;1;2;2;100%;5;2;10;88,086264;8,77E+01;8,85E+01;10,9%;20,1%
755;1;2;2;100%;5;5;13;134,590934;1,34E+02;1,35E+02;5,8%;29,0%
756;1;2;2;100%;5;10;16;176,370810;1,75E+02;1,77E+02;3,1%;37,1%
757;1;4;0,5;0%;3;0,1;7;8,748036;8,72E+00;8,77E+00;16,8%;0,6%
758;1;4;0,5;0%;3;0,2;8;15,135179;1,51E+01;1,52E+01;9,1%;2,1%
764;1;4;0,5;0%;4;0,1;8;7,197074;7,16E+00;7,23E+00;8,7%;1,0%
766;1;4;0,5;0%;4;0,5;9;20,260371;2,02E+01;2,03E+01;3,8%;3,2%
767;1;4;0,5;0%;4;1;9;27,803846;2,77E+01;2,79E+01;3,8%;3,2%
768;1;4;0,5;0%;4;2;10;40,813049;4,07E+01;4,09E+01;1,5%;6,8%
769;1;4;0,5;0%;4;5;10;59,168681;5,89E+01;5,94E+01;1,5%;6,8%
770;1;4;0,5;0%;4;10;11;78,157761;7,78E+01;7,85E+01;0,7%;10,9%
773;1;4;0,5;0%;5;0,5;9;14,731696;1,47E+01;1,48E+01;3,4%;2,0%
775;1;4;0,5;0%;5;2;10;30,083929;3,00E+01;3,02E+01;1,2%;5,0%
776;1;4;0,5;0%;5;5;10;44,244918;4,40E+01;4,44E+01;1,2%;5,0%
779;1;4;0,5;50%;3;0,2;9;4,309093;4,28E+00;4,34E+00;3,1%;0,5%
781;1;4;0,5;50%;3;1;10;8,714286;8,65E+00;8,78E+00;0,8%;1,4%
782;1;4;0,5;50%;3;2;10;11,803984;1,17E+01;1,19E+01;0,8%;1,4%
784;1;4;0,5;50%;3;10;11;18,514560;1,84E+01;1,87E+01;0,1%;3,3%
785;1;4;0,5;50%;4;0,1;10;0,942335;9,25E-01;9,59E-01;0,7%;0,2%
786;1;4;0,5;50%;4;0,2;10;1,223544;1,21E+00;1,24E+00;0,7%;0,2%
787;1;4;0,5;50%;4;0,5;10;2,067170;2,04E+00;2,09E+00;0,7%;0,2%
820;1;4;1;0%;3;0,1;6;17,254471;1,72E+01;1,73E+01;32,6%;1,5%
821;1;4;1;0%;3;0,2;7;29,410989;2,93E+01;2,95E+01;24,7%;3,1%
824;1;4;1;0%;3;2;11;123,025206;1,23E+02;1,23E+02;7,1%;15,1%
825;1;4;1;0%;3;5;13;188,383791;1,88E+02;1,89E+02;3,9%;22,3%
826;1;4;1;0%;3;10;15;250,921566;2,50E+02;2,52E+02;2,3%;28,9%
827;1;4;1;0%;4;0,1;7;13,899382;1,39E+01;1,39E+01;24,2%;1,4%
829;1;4;1;0%;4;0,5;9;43,112225;4,30E+01;4,32E+01;12,6%;4,9%
830;1;4;1;0%;4;1;10;64,929602;6,48E+01;6,51E+01;8,8%;7,5%
833;1;4;1;0%;4;10;15;183,973558;1,83E+02;1,85E+02;1,6%;23,2%
834;1;4;1;0%;5;0,1;7;11,451545;1,14E+01;1,15E+01;24,0%;0,6%
835;1;4;1;0%;5;0,2;8;18,831401;1,88E+01;1,89E+01;17,3%;1,5%
836;1;4;1;0%;5;0,5;9;34,921429;3,48E+01;3,50E+01;12,1%;3,0%
838;1;4;1;0%;5;2;12;74,416758;7,42E+01;7,46E+01;3,7%;10,4%
840;1;4;1;0%;5;10;15;141,742170;1,41E+02;1,42E+02;1,2%;19,1%
841;1;4;1;50%;3;0,1;7;13,258743;1,32E+01;1,33E+01;24,1%;1,2%
842;1;4;1;50%;3;0,2;8;21,254258;2,12E+01;2,13E+01;17,3%;2,2%
844;1;4;1;50%;3;1;10;54,281044;5,41E+01;5,45E+01;8,1%;5,7%
845;1;4;1;50%;3;2;12;74,412637;7,42E+01;7,47E+01;3,3%;11,0%
846;1;4;1;50%;3;5;13;106,251511;1,06E+02;1,07E+02;2,1%;14,1%
847;1;4;1;50%;3;10;15;135,966484;1,35E+02;1,36E+02;0,8%;20,5%
848;1;4;1;50%;4;0,1;9;8,664471;8,61E+00;8,72E+00;11,6%;1,1%
849;1;4;1;50%;4;0,2;9;13,292198;1,32E+01;1,34E+01;11,6%;1,1%
850;1;4;1;50%;4;0,5;11;22,677644;2,26E+01;2,28E+01;4,7%;3,4%
852;1;4;1;50%;4;2;12;43,386195;4,32E+01;4,36E+01;2,8%;5,1%
853;1;4;1;50%;4;5;14;61,061470;6,08E+01;6,13E+01;0,9%;9,7%
854;1;4;1;50%;4;10;15;76,755838;7,64E+01;7,71E+01;0,5%;12,4%
855;1;4;1;50%;5;0,1;10;5,396957;5,36E+00;5,44E+00;7,3%;0,7%
856;1;4;1;50%;5;0,2;10;8,334986;8,28E+00;8,39E+00;7,3%;0,7%
857;1;4;1;50%;5;0,5;12;13,806662;1,37E+01;1,39E+01;2,6%;2,2%
858;1;4;1;50%;5;1;12;18,990728;1,89E+01;1,91E+01;2,6%;2,2%
860;1;4;1;50%;5;5;14;36,217788;3,60E+01;3,65E+01;0,8%;5,0%
861;1;4;1;50%;5;10;15;45,278915;4,49E+01;4,56E+01;0,4%;6,9%
862;1;4;1;100%;3;0,1;9;7,260728;7,21E+00;7,31E+00;11,5%;0,8%
863;1;4;1;100%;3;0,2;10;10,925412;1,09E+01;1,10E+01;7,3%;1,3%
864;1;4;1;100%;3;0,5;11;17,709993;1,76E+01;1,78E+01;4,4%;2,3%
865;1;4;1;100%;3;1;12;24,476717;2,43E+01;2,46E+01;2,5%;3,5%
866;1;4;1;100%;3;2;13;32,744643;3,25E+01;3,29E+01;1,4%;5,2%
867;1;4;1;100%;3;5;14;45,310302;4,50E+01;4,56E+01;0,7%;7,3%
868;1;4;1;100%;3;10;15;56,323283;5,60E+01;5,67E+01;0,3%;9,7%
869;1;4;1;100%;4;0,1;11;2,989609;2,96E+00;3,02E+00;4,4%;0,3%
870;1;4;1;100%;4;0,2;12;4,381277;4,33E+00;4,43E+00;2,5%;0,6%
872;1;4;1;100%;4;1;13;9,590728;9,49E+00;9,69E+00;1,3%;1,1%
873;1;4;1;100%;4;2;14;12,461882;1,23E+01;1,26E+01;0,7%;1,8%
875;1;4;1;100%;4;10;16;22,041003;2,18E+01;2,23E+01;0,1%;4,0%
876;1;4;1;100%;5;0,1;13;1,118530;1,10E+00;1,14E+00;1,3%;0,1%
877;1;4;1;100%;5;0,2;13;1,648255;1,62E+00;1,67E+00;1,3%;0,1%
878;1;4;1;100%;5;0,5;14;2,488290;2,45E+00;2,53E+00;0,7%;0,3%
879;1;4;1;100%;5;1;15;3,360440;3,31E+00;3,42E+00;0,3%;0,5%
880;1;4;1;100%;5;2;15;4,593887;4,52E+00;4,67E+00;0,3%;0,5%
881;1;4;1;100%;5;5;16;6,337363;6,22E+00;6,45E+00;0,1%;0,9%
883;1;4;2;0%;3;0,1;3;30,719389;3,07E+01;3,08E+01;68,7%;2,5%
884;1;4;2;0%;3;0,2;5;54,548942;5,44E+01;5,47E+01;52,5%;6,2%
885;1;4;2;0%;3;0,5;7;109,428194;1,09E+02;1,10E+02;39,8%;11,1%
886;1;4;2;0%;3;1;10;174,924382;1,75E+02;1,75E+02;26,2%;19,2%
889;1;4;2;0%;3;10;22;560,859066;5,59E+02;5,63E+02;5,9%;46,4%
890;1;4;2;0%;4;0,1;5;26,338297;2,63E+01;2,64E+01;51,9%;2,8%
891;1;4;2;0%;4;0,2;6;45,865069;4,57E+01;4,60E+01;44,9%;4,3%
892;1;4;2;0%;4;0,5;9;90,272871;9,00E+01;9,05E+01;28,8%;10,3%
894;1;4;2;0%;4;2;14;208,573970;2,08E+02;2,09E+02;13,7%;22,3%
896;1;4;2;0%;4;10;23;425,614835;4,24E+02;4,27E+02;4,0%;40,8%
897;1;4;2;0%;5;0,1;6;22,847651;2,28E+01;2,29E+01;44,6%;2,2%
900;1;4;2;0%;5;1;12;117,783379;1,17E+02;1,18E+02;17,5%;12,7%
903;1;4;2;0%;5;10;24;340,707005;3,39E+02;3,42E+02;2,9%;36,8%
904;1;4;2;50%;3;0,1;4;27,532871;2,75E+01;2,76E+01;58,6%;2,4%
905;1;4;2;50%;3;0,2;6;48,320508;4,82E+01;4,84E+01;43,7%;5,6%
906;1;4;2;50%;3;0,5;8;94,337672;9,41E+01;9,46E+01;32,3%;9,9%
907;1;4;2;50%;3;1;10;148,569780;1,48E+02;1,49E+02;23,9%;14,9%
908;1;4;2;50%;3;2;13;221,053022;2,20E+02;2,22E+02;15,3%;22,6%
911;1;4;2;50%;4;0,1;6;22,390701;2,23E+01;2,25E+01;43,1%;2,2%
912;1;4;2;50%;4;0,2;7;38,275371;3,82E+01;3,84E+01;36,9%;3,4%
914;1;4;2;50%;4;1;12;112,911951;1,13E+02;1,13E+02;16,6%;12,3%
915;1;4;2;50%;4;2;15;165,507074;1,65E+02;1,66E+02;10,3%;18,9%
918;1;4;2;50%;5;0,1;7;18,363297;1,83E+01;1,84E+01;36,6%;1,5%
919;1;4;2;50%;5;0,2;9;31,000302;3,09E+01;3,11E+01;26,4%;3,3%
920;1;4;2;50%;5;0,5;11;57,954602;5,77E+01;5,82E+01;18,9%;5,9%
921;1;4;2;50%;5;1;13;88,641346;8,83E+01;8,90E+01;13,5%;9,2%
922;1;4;2;50%;5;2;16;128,551030;1,28E+02;1,29E+02;8,1%;14,8%
923;1;4;2;50%;5;5;20;195,015728;1,94E+02;1,96E+02;4,2%;22,6%
924;1;4;2;50%;5;10;24;253,102747;2,52E+02;2,54E+02;2,2%;29,9%
925;1;4;2;100%;3;0,1;5;27,396243;2,73E+01;2,75E+01;51,8%;3,4%
926;1;4;2;100%;3;0,2;6;46,261978;4,61E+01;4,64E+01;44,7%;4,5%
927;1;4;2;100%;3;0,5;10;84,927163;8,46E+01;8,52E+01;23,7%;10,9%
928;1;4;2;100%;3;1;12;125,751374;1,25E+02;1,26E+02;16,9%;14,9%
930;1;4;2;100%;3;5;19;255,768407;2,55E+02;2,57E+02;4,7%;29,9%
931;1;4;2;100%;3;10;22;322,272734;3,21E+02;3,24E+02;2,6%;35,9%
933;1;4;2;100%;4;0,2;9;33,160440;3,30E+01;3,33E+01;27,4%;3,7%
935;1;4;2;100%;4;1;14;85,601374;8,52E+01;8,60E+01;11,1%;10,4%
936;1;4;2;100%;4;2;17;118,818956;1,18E+02;1,19E+02;6,2%;15,6%
937;1;4;2;100%;4;5;20;171,277198;1,70E+02;1,72E+02;3,4%;21,2%
938;1;4;2;100%;4;10;23;215,415041;2,14E+02;2,17E+02;1,8%;26,8%
940;1;4;2;100%;5;0,2;11;23,833736;2,37E+01;2,40E+01;19,1%;2,6%
941;1;4;2;100%;5;0,5;14;41,273489;4,11E+01;4,15E+01;10,8%;5,2%
942;1;4;2;100%;5;1;16;59,354121;5,90E+01;5,97E+01;7,3%;7,6%
944;1;4;2;100%;5;5;22;118,111264;1,17E+02;1,19E+02;2,0%;16,5%
946;1;6;0,5;0%;3;0,1;11;10,908365;1,09E+01;1,09E+01;12,5%;0,6%
947;1;6;0,5;0%;3;0,2;11;18,401690;1,84E+01;1,84E+01;12,5%;0,6%
948;1;6;0,5;0%;3;0,5;12;32,497562;3,24E+01;3,26E+01;7,5%;1,8%
952;1;6;0,5;0%;3;10;16;136,401717;1,36E+02;1,37E+02;0,8%;12,9%
953;1;6;0,5;0%;4;0,1;11;8,585783;8,56E+00;8,61E+00;12,3%;0,2%
954;1;6;0,5;0%;4;0,2;12;13,364712;1,33E+01;1,34E+01;7,2%;0,8%
955;1;6;0,5;0%;4;0,5;13;24,216380;2,41E+01;2,43E+01;3,7%;2,2%
956;1;6;0,5;0%;4;1;13;35,417651;3,53E+01;3,55E+01;3,7%;2,2%
957;1;6;0,5;0%;4;2;14;48,491415;4,84E+01;4,86E+01;1,8%;4,4%
958;1;6;0,5;0%;4;5;15;72,202953;7,20E+01;7,24E+01;0,9%;7,1%
961;1;6;0,5;0%;5;0,2;12;10,673860;1,06E+01;1,07E+01;7,1%;0,4%
962;1;6;0,5;0%;5;0,5;13;18,192617;1,81E+01;1,82E+01;3,5%;1,3%
963;1;6;0,5;0%;5;1;14;27,674725;2,76E+01;2,77E+01;1,5%;3,1%
965;1;6;0,5;0%;5;5;15;53,264217;5,31E+01;5,35E+01;0,6%;5,4%
966;1;6;0,5;0%;5;10;16;70,963668;7,07E+01;7,13E+01;0,3%;7,9%
967;1;6;0,5;50%;3;0,1;13;2,551868;2,53E+00;2,57E+00;3,1%;0,1%
968;1;6;0,5;50%;3;0,2;14;3,192280;3,16E+00;3,23E+00;1,0%;0,3%
969;1;6;0,5;50%;3;0,5;14;4,983276;4,94E+00;5,02E+00;1,0%;0,3%
970;1;6;0,5;50%;3;1;15;6,095398;6,04E+00;6,15E+00;0,2%;0,8%
1009;1;6;1;0%;3;0,1;9;21,472170;2,14E+01;2,15E+01;30,1%;0,8%
1010;1;6;1;0%;3;0,2;10;36,354849;3,63E+01;3,64E+01;24,3%;1,6%
1011;1;6;1;0%;3;0,5;12;67,649245;6,75E+01;6,78E+01;15,0%;4,2%
1013;1;6;1;0%;3;2;15;149,875137;1,49E+02;1,50E+02;6,9%;10,8%
1017;1;6;1;0%;4;0,2;11;28,587459;2,85E+01;2,87E+01;18,8%;1,2%
1018;1;6;1;0%;4;0,5;13;52,364080;5,22E+01;5,25E+01;11,0%;3,5%
1019;1;6;1;0%;4;1;14;79,374657;7,92E+01;7,96E+01;8,2%;5,2%
1020;1;6;1;0%;4;2;16;113,029396;1,13E+02;1,13E+02;4,5%;9,3%
1021;1;6;1;0%;4;5;18;170,309478;1,70E+02;1,71E+02;2,5%;13,9%
1022;1;6;1;0%;4;10;20;223,096154;2,22E+02;2,24E+02;1,5%;18,4%
1023;1;6;1;0%;5;0,1;11;13,890783;1,38E+01;1,39E+01;18,6%;0,6%
1024;1;6;1;0%;5;0,2;12;22,994712;2,29E+01;2,31E+01;14,2%;1,1%
1025;1;6;1;0%;5;0,5;14;42,401889;4,23E+01;4,25E+01;7,7%;3,4%
1026;1;6;1;0%;5;1;15;62,914629;6,27E+01;6,31E+01;5,6%;4,9%
1027;1;6;1;0%;5;2;16;89,852953;8,96E+01;9,01E+01;4,0%;6,8%
1028;1;6;1;0%;5;5;19;132,770192;1,32E+02;1,33E+02;1,5%;12,9%
1032;1;6;1;50%;3;0,5;14;37,881284;3,77E+01;3,80E+01;7,4%;2,7%
1033;1;6;1;50%;3;1;15;54,683585;5,45E+01;5,49E+01;5,2%;4,0%
1035;1;6;1;50%;3;5;18;107,850618;1,07E+02;1,08E+02;1,6%;9,4%
1036;1;6;1;50%;3;10;20;136,119574;1,36E+02;1,37E+02;0,7%;13,8%
1037;1;6;1;50%;4;0,1;14;7,955735;7,90E+00;8,01E+00;7,1%;0,7%
1039;1;6;1;50%;4;0,5;16;20,032109;1,99E+01;2,01E+01;3,2%;1,8%
1040;1;6;1;50%;4;1;17;28,203777;2,80E+01;2,84E+01;2,0%;2,7%
1041;1;6;1;50%;4;2;18;38,305907;3,81E+01;3,85E+01;1,2%;3,8%
1042;1;6;1;50%;4;5;19;54,840385;5,45E+01;5,52E+01;0,7%;5,2%
1043;1;6;1;50%;4;10;20;69,574176;6,91E+01;7,01E+01;0,4%;6,7%
1046;1;6;1;50%;5;0,5;17;10,465625;1,04E+01;1,06E+01;1,9%;0,8%
1047;1;6;1;50%;5;1;18;14,568613;1,45E+01;1,47E+01;1,1%;1,3%
1048;1;6;1;50%;5;2;19;19,764766;1,96E+01;1,99E+01;0,7%;2,0%
1051;1;6;1;100%;3;0,1;15;5,574093;5,52E+00;5,63E+00;4,7%;0,5%
1052;1;6;1;100%;3;0,2;16;8,338379;8,26E+00;8,41E+00;3,1%;0,8%
